,Page,Year,Month,Title,Date,URL
385,9,2010,1,Obama Details New Policies in Response to Terror Threat,2010-01-08,https://www.nytimes.com/2010/01/08/us/politics/08terror.html
386,9,2010,10,Judge Bars Major Witness From Terrorism Trial,2010-10-07,https://www.nytimes.com/2010/10/07/nyregion/07ghailani.html
387,9,2010,6,Federal Judge Rejects Terrorism Suspect’s Plea to Halt His Strip-Searches,2010-06-18,https://www.nytimes.com/2010/06/18/nyregion/18ghailani.html
388,9,2010,5,A Renewed Debate Over Suspect Rights,2010-05-05,https://www.nytimes.com/2010/05/05/nyregion/05arrest.html
389,9,2010,9,French Officials Warn of Heightened Terrorism Risk,2010-09-23,https://www.nytimes.com/2010/09/23/world/europe/23paris.html
390,10,2010,5,From Suburban Father to a Terrorism Suspect,2010-05-05,https://www.nytimes.com/2010/05/05/nyregion/05profile.html
391,10,2010,8,Secret Assault on Terrorism Widens on Two Continents,2010-08-14,https://www.nytimes.com/2010/08/15/world/15shadowwar.html
392,10,2010,3,Irish Town Puzzled by Role in Investigation,2010-03-20,https://www.nytimes.com/2010/03/20/world/europe/20ireland.html
393,10,2010,12,Obama’s Traveling Team Stays Focused on Terror,2010-12-29,https://www.nytimes.com/2010/12/29/us/politics/29obama.html
394,10,2010,7,Britain Pledges Inquiry Into Torture,2010-07-07,https://www.nytimes.com/2010/07/07/world/europe/07britain.html
395,10,2010,10,"Beyond Bullets and Berets, Life in Wartime",2010-10-24,https://www.nytimes.com/2010/10/24/movies/24dargis.html
396,10,2010,6,Medical Ethics Lapses Cited in Interrogations,2010-06-07,https://www.nytimes.com/2010/06/07/world/07doctors.html
397,10,2010,10,"In Bomb Case, Turmoil Over What Jurors Saw",2010-10-09,https://www.nytimes.com/2010/10/09/nyregion/09plot.html
398,10,2010,9,British Police Hold 6 on Terror Charges as Pope Visits,2010-09-18,https://www.nytimes.com/2010/09/18/world/europe/18pope.html
399,10,2010,11,"After Thwarted Attack, Question Is ‘Why Portland?’",2010-11-29,https://www.nytimes.com/2010/11/29/us/29portland.html
400,1,2011,9,Somali Terrorism Suspect Appears in Civilian Court,2011-09-09,https://www.nytimes.com/2011/09/09/nyregion/terrorism-suspect-appears-in-civilian-court-in-ny.html
401,1,2011,1,Governments Go Online in Fight Against Terrorism,2011-01-31,https://www.nytimes.com/2011/01/31/world/middleeast/31terror.html
402,1,2011,5,France: Terrorism Charges Dropped Against Iranian Group,2011-05-13,https://www.nytimes.com/2011/05/13/world/europe/13briefs-France.html
403,1,2011,12,Terrorism Suspects,2011-12-22,https://www.nytimes.com/2011/12/22/opinion/terrorism-suspects.html
404,1,2011,5,"Portland, Ore., Votes to Rejoin Task Force After Terrorism Scare",2011-05-01,https://www.nytimes.com/2011/05/01/us/01portland.html
405,1,2011,6,9/11 Defendants Charged at Guant&#225;namo With Terrorism and Murder,2011-06-01,https://www.nytimes.com/2011/06/01/us/01gitmo.html
406,1,2011,10,Developments Rekindle Debate Over Best Approach for Terrorism Suspects,2011-10-14,https://www.nytimes.com/2011/10/14/us/debate-is-renewed-over-approach-for-terrorism-suspects.html
407,1,2011,9,Explosions in Turkish Capital Are Believed to Be Terrorism,2011-09-21,https://www.nytimes.com/2011/09/21/world/europe/21turkey.html
408,1,2011,4,New York Terrorism Indictments,2011-04-11,https://www.nytimes.com/interactive/2011/04/11/nyregion/20110411-indict-docs.html
409,1,2011,1,Terrorism Arrests: More Turmoil in Western Sahara,2011-01-12,https://www.nytimes.com/2011/01/12/opinion/lweb12morocco.html
410,2,2011,6,"Arguing, Again, Over Terrorism Trials",2011-06-16,https://thecaucus.blogs.nytimes.com/2011/06/16/arguing-again-over-terrorism-trials/
411,2,2011,8,Israeli Columnist Is Fired for Writing That Palestinian Terrorism Is 'Justified',2011-08-30,https://thelede.blogs.nytimes.com/2011/08/30/israeli-columnist-is-fired-for-writing-that-palestinian-terrorism-is-justified/
412,2,2011,9,Q&A: Security Expert Faults India's Counter-Terrorism Preparations,2011-09-10,https://india.blogs.nytimes.com/2011/09/10/151/
413,2,2011,8,Nations Hope Veil Lifts From Libya’s History of Terrorism,2011-08-30,https://www.nytimes.com/2011/08/30/world/africa/30megrahi.html
414,2,2011,6,Bloggingheads: “Islamic” Terrorism,2011-06-27,https://www.nytimes.com/video/opinion/100000000884260/bloggingheads-islamic-terrorism.html
415,2,2011,3,Europe Seeks Transparency From U.S. on Anti-Terrorism Program,2011-03-18,https://www.nytimes.com/2011/03/18/technology/18iht-swift18.html
416,2,2011,10,Lithuania: Terrorism Suspect Files Case Over C.I.A. Rendition Claim,2011-10-28,https://www.nytimes.com/2011/10/28/world/europe/lithuania-terrorism-suspect-files-case-over-cia-rendition-claim.html
417,2,2011,2,"Mubarak, Terrorism and Their Tie",2011-02-26,https://www.nytimes.com/2011/02/26/nyregion/26about.html
418,2,2011,7,"Assimilation’s Failure, Terrorism’s Rise",2011-07-07,https://www.nytimes.com/2011/07/07/opinion/07malik.html
419,2,2011,3,Britain: Former Airline Employee Gets 30 Years in Terrorism Case,2011-03-19,https://www.nytimes.com/2011/03/19/world/europe/19briefs-ART-Britain.html
420,3,2011,9,Sweden: 4 Men Are Identified as Suspects in Terrorism Plot,2011-09-13,https://www.nytimes.com/2011/09/13/world/europe/13briefs-Sweden.html
421,3,2011,7,"Assimilation's Failure, Terrorism's Rise",2011-07-07,https://query.nytimes.com/gst/fullpage.html?res=9C04EEDF1739F934A35754C0A9679D8B63
422,3,2011,5,U.S.-E.U. Anti-Terrorism Air Travel Data Deal Is Faulted,2011-05-27,https://www.nytimes.com/2011/05/27/world/europe/27iht-fly27.html
423,3,2011,6,A Witness Overshadows a Terrorism Defendant,2011-06-08,https://www.nytimes.com/2011/06/08/world/asia/08headley.html
424,3,2011,4,The Early Word: Terrorism,2011-04-26,https://thecaucus.blogs.nytimes.com/2011/04/26/the-early-word-6/
425,3,2011,7,U.S. Tests New Approach to Terrorism Cases on Somali Suspect,2011-07-07,https://www.nytimes.com/2011/07/07/world/africa/07detain.html
426,3,2011,6,Yemen General Says Opposition Will Be Ally Against Terrorism,2011-06-23,https://www.nytimes.com/2011/06/23/world/middleeast/23mohsin.html
427,3,2011,5,The Most Wanted Face of Terrorism,2011-05-02,https://www.nytimes.com/2011/05/02/world/02osama-bin-laden-obituary.html
428,3,2011,9,Mayor Addresses Terrorism Threat Information,2011-09-09,https://cityroom.blogs.nytimes.com/2011/09/09/mayor-addresses-terrorism-threat-information/
429,3,2011,12,"Beyond Guantánamo, a Web of Prisons for Terrorism Inmates",2011-12-11,https://www.nytimes.com/2011/12/11/us/beyond-guantanamo-bay-a-web-of-federal-prisons.html
430,4,2011,8,Israeli Columnist Is Fired for Writing That Palestinian Terrorism Is 'Justified',2011-08-30,https://thelede.blogs.nytimes.com/2011/08/30/israeli-columnist-is-fired-for-writing-that-palestinian-terrorism-is-justified/
431,4,2011,11,"Discussing Israel, Detainees&#8217; Rights, Terrorism and a Different Birth Certificate",2011-11-23,https://www.nytimes.com/2011/11/23/us/politics/discussing-israel-detainees-rights-terrorism-and-a-different-birth-certificate.html
432,4,2011,9,Pope Sends Letter Mourning 9/11 and Condemning Terrorism,2011-09-09,https://cityroom.blogs.nytimes.com/2011/09/09/pope-sends-letter-mourning-911-and-condemning-terrorism/
433,4,2011,9,Q&A: Security Expert Faults India's Counter-Terrorism Preparations ,2011-09-10,https://india.blogs.nytimes.com/2011/09/10/151/
434,4,2011,9,Caucus Video: Terrorism and Politics,2011-09-30,https://thecaucus.blogs.nytimes.com/2011/09/30/caucus-video-terrorism-and-politics/
435,4,2011,1,Ghailani Terrorism Conviction Affirmed,2011-01-21,https://cityroom.blogs.nytimes.com/2011/01/21/ghailani-terrorism-conviction-is-upheld/
436,4,2011,9,Caucus Video: Terrorism and Politics,2011-09-30,https://thecaucus.blogs.nytimes.com/2011/09/30/caucus-video-terrorism-and-politics/
437,4,2011,6,Senate Offers Revised Rules for Suspects of Terrorism,2011-06-24,https://www.nytimes.com/2011/06/24/us/politics/24detainee.html
438,4,2011,8,"Bali Bombings Suspect, Extradited From Pakistan, Arrives in Indonesia",2011-08-12,https://www.nytimes.com/2011/08/12/world/asia/12indonesia.html
439,4,2011,6,Attorney General and Senator Clash on Where to Try Terror Suspects,2011-06-17,https://www.nytimes.com/2011/06/17/us/politics/17holder.html
440,5,2011,9,Film Is Skeptical About Domestic Efforts on Terrorism,2011-09-05,https://www.nytimes.com/2011/09/05/arts/television/better-this-world-on-pov-examines-use-of-informants.html
441,5,2011,9,Deadly Explosion Strikes Courthouse in New Delhi,2011-09-07,https://www.nytimes.com/2011/09/08/world/asia/08india.html
442,5,2011,9,Pakistan Scorns U.S. Scolding on Terrorism,2011-09-24,https://india.blogs.nytimes.com/2011/09/24/pakistan-scorns-u-s-scolding-on-terrorism/
443,5,2011,5,Protesters in Morocco Seek Quicker Shift to Democracy and Denounce Terror,2011-05-02,https://www.nytimes.com/2011/05/02/world/africa/02morocco.html
444,5,2011,4,Critics Call Terrorism Hearing in Manhattan Anti-Muslim,2011-04-07,https://www.nytimes.com/2011/04/07/nyregion/07muslim.html
445,5,2011,9,Pakistan Scorns U.S. Scolding on Terrorism,2011-09-24,https://india.blogs.nytimes.com/2011/09/24/pakistan-scorns-u-s-scolding-on-terrorism/
446,5,2011,2,Senate Votes to Extend Terrorism Provisions,2011-02-16,https://www.nytimes.com/2011/02/16/us/politics/16brfs-SENATEVOTEST_BRF.html
447,5,2011,9,Saudi Arabia: 41 Accused of Terrorism,2011-09-20,https://www.nytimes.com/2011/09/20/world/middleeast/saudi-arabia-41-accused-of-terrorism.html
448,5,2011,9,Mayor Addresses Terrorism Threat Information,2011-09-09,https://cityroom.blogs.nytimes.com/2011/09/09/mayor-addresses-terrorism-threat-information/
449,5,2011,12,"Interview Was ‘Clean,’ F.B.I. Agent Testifies",2011-12-24,https://www.nytimes.com/2011/12/24/nyregion/mohamed-ibrahim-ahmed-had-clean-interview-agent-testifies.html
450,6,2011,2,Detainee Who Pleaded Guilty Describes Terror Training,2011-02-18,https://www.nytimes.com/2011/02/18/us/18guantanamo.html
451,6,2011,1,Clinton Addresses Terrorism and Politics in Yemen,2011-01-12,https://www.nytimes.com/2011/01/12/world/middleeast/12diplo.html
452,6,2011,6,Split Verdicts for Man Accused of Terrorism,2011-06-10,https://www.nytimes.com/2011/06/10/world/asia/10headley.html
453,6,2011,5,German Terrorism Arrests Disrupt Qaeda Inquiry,2011-05-01,https://www.nytimes.com/2011/05/01/world/europe/01germany.html
454,6,2011,10,G.O.P. Pushes Military Custody for Terror Suspects,2011-10-27,https://www.nytimes.com/2011/10/28/us/politics/republicans-push-military-trials-for-terrorism-suspects.html
455,6,2011,5,France Will Drop Charges Against Iranian Dissidents,2011-05-13,https://www.nytimes.com/2011/05/13/world/europe/13iht-iran13.html
456,6,2011,9,Pakistan Scorns U.S. Scolding on Terrorism,2011-09-24,https://www.nytimes.com/2011/09/24/world/asia/pakistan-shows-no-sign-of-heeding-us-scolding-on-terrorism.html
457,6,2011,11,Man Charged in Bomb Plot in Germany,2011-11-11,https://www.nytimes.com/2011/11/11/nyregion/al-qaeda-suspect-indicted-in-new-york-on-terrorism-charges.html
458,6,2011,4,"Wounded by Terrorism, Teenagers From 5 Nations Share Stories",2011-04-01,https://www.nytimes.com/2011/04/01/nyregion/01nyc.html
459,6,2011,1,15-Year Sentence for Conspirator in Airport Plot,2011-01-14,https://www.nytimes.com/2011/01/14/nyregion/14plot.html
460,7,2011,3,Domestic Terrorism Hearing Opens With Contrasting Views on Dangers,2011-03-10,https://www.nytimes.com/2011/03/11/us/politics/11king.html
461,7,2011,6,Bloggingheads: Afghanistan and Terrorism,2011-06-28,https://www.nytimes.com/video/opinion/100000000886173/bloggingheads-afghanistan-and-terrorism.html
462,7,2011,10,Antiterror Measures at Home,2011-10-02,https://www.nytimes.com/2011/10/02/opinion/sunday/antiterror-measures-at-home.html
463,7,2011,4,Terrorism Suspect Is Captured in a Raid in Afghanistan,2011-04-23,https://www.nytimes.com/2011/04/23/world/asia/23afghanistan.html
464,7,2011,1,"A Playwright’s Voice, Silenced in a Flash of Terrorism in Moscow",2011-01-26,https://www.nytimes.com/2011/01/26/world/europe/26ukraine.html
465,7,2011,2,North Carolina Man Admits to Aiding a Jihadist Plot,2011-02-10,https://www.nytimes.com/2011/02/10/us/10boyd.html
466,7,2011,12,Private Torment Trumps Terrorism,2011-12-19,https://www.nytimes.com/2011/12/19/arts/television/showtimes-homeland-finale-with-claire-danes.html
467,7,2011,9,The Caucus | Terrorism and Politics,2011-09-30,https://www.nytimes.com/video/us/politics/100000001083419/the-caucus--terrorism-and-politics.html
468,7,2011,4,"Orlando Bosch, Cuban Exile, Dies at 84; Accused of Terrorism in Fighting Castro",2011-04-29,https://query.nytimes.com/gst/fullpage.html?res=9A01E5DA133BF93AA15757C0A9679D8B63
469,7,2011,2,Muslims to Be Congressional Hearings’ Main Focus,2011-02-08,https://www.nytimes.com/2011/02/08/us/politics/08muslim.html
470,8,2011,12,G.O.P. Lawmakers Want Iranian Group Off Terrorism List,2011-12-08,https://www.nytimes.com/2011/12/08/world/middleeast/republicans-want-iranian-group-mek-off-terror-list.html
471,8,2011,8,"In Between the Terrorist Threats, Plenty of Time for Hanky-Panky",2011-08-11,https://www.nytimes.com/2011/08/12/arts/television/strike-back-on-cinemax-anti-terrorism-drama-review.html
472,8,2011,1,Russia Adopts Color-Coded Terror Alert System,2011-01-29,https://www.nytimes.com/2011/01/29/world/europe/29russia.html
473,8,2011,6,Pakistani Journalist Who Covered Security and Terrorism Is Found Dead,2011-06-01,https://www.nytimes.com/2011/06/01/world/asia/01pakistan.html
474,8,2011,5,Terror Trials in State Court: Pluses and Minuses,2011-05-13,https://cityroom.blogs.nytimes.com/2011/05/13/terror-trials-in-state-court-pluses-and-minuses/
475,8,2011,8,New Counterterrorism Chief for F.B.I. in New York,2011-08-15,https://cityroom.blogs.nytimes.com/2011/08/15/new-counterterrorism-chief-for-f-b-i-in-new-york/
476,8,2011,5,Two Men Arrested in New York Terror Case,2011-05-12,https://www.nytimes.com/2011/05/12/nyregion/two-men-arrested-in-new-york-terror-case-police-say.html
477,8,2011,5,"Suspects in Terror Case Wanted to Kill Jews, Officials Say",2011-05-13,https://www.nytimes.com/2011/05/13/nyregion/two-men-arrested-in-new-york-terror-case-police-say.html
478,8,2011,7,Tragedy in Norway,2011-07-26,https://www.nytimes.com/2011/07/26/opinion/26iht-edlet26.html
479,8,2011,5,Teaching Ideas: The Death of Osama bin Laden,2011-05-02,https://learning.blogs.nytimes.com/2011/05/02/teaching-ideas-the-death-of-osama-bin-laden/
480,9,2011,5,Worldwide Travel Alert,2011-05-02,https://intransit.blogs.nytimes.com/2011/05/02/worldwide-travel-alert/
481,9,2011,5,"Russians Shrug, Some Doubtfully, Others Stoically",2011-05-03,https://www.nytimes.com/2011/05/03/world/europe/03russia.html
482,9,2011,5,Civilian Courts Are Getting Job Done in Terror Trials,2011-05-16,https://cityroom.blogs.nytimes.com/2011/05/16/civilian-courts-are-getting-job-done-in-terror-trials/
483,9,2011,9,Structure of a Terrorist Network ,2011-09-24,https://www.nytimes.com/interactive/2011/09/24/world/structure-of-a-terrorist-network.html
484,9,2011,12,U.S. Considers Combating Somali Militants’ Twitter Use,2011-12-20,https://www.nytimes.com/2011/12/20/world/africa/us-considers-combating-shabab-militants-twitter-use.html
485,9,2011,4,"Al Qaeda Attack Was Thwarted by Three Arrests, Germany Says",2011-04-30,https://www.nytimes.com/2011/04/30/world/europe/30germany.html
486,9,2011,7,Jordan: Mentor of Iraq Militant Is Sentenced for Aiding Taliban,2011-07-29,https://www.nytimes.com/2011/07/29/world/middleeast/29briefs-Jordan.html
487,9,2011,5,The Thing That Scared Us,2011-05-02,https://dotearth.blogs.nytimes.com/2011/05/02/the-thing-that-scared-us/
488,9,2011,5,Pakistan Sees Shared Intelligence Lapse,2011-05-05,https://www.nytimes.com/2011/05/05/world/asia/05react.html
489,9,2011,9,E.U. Official Sees Much Lower Risk From Qaeda,2011-09-06,https://www.nytimes.com/2011/09/06/world/europe/06iht-union06.html
490,10,2011,6,Wasting Aid on Pakistan,2011-06-18,https://www.nytimes.com/2011/06/18/opinion/18iht-edlet18.html
491,10,2011,6,Minnesota: F.B.I. Identifies Suicide Bomber,2011-06-11,https://www.nytimes.com/2011/06/11/us/11brfs-Minnesota.html
492,10,2011,3,Britain: Conviction in Plot on Airliner,2011-03-01,https://www.nytimes.com/2011/03/01/world/europe/01briefs-Britain.html
493,10,2011,5,Florida Men Accused of Aiding Pakistani Taliban,2011-05-15,https://www.nytimes.com/2011/05/15/world/15taliban.html
494,10,2011,12,Opinion Report: Military Detention,2011-12-08,https://takingnote.blogs.nytimes.com/2011/12/08/opinion-report-military-detention/
495,10,2011,5,Florida Men Accused of Supporting Pakistani Taliban,2011-05-15,https://www.nytimes.com/2011/05/15/us/15taliban.html
496,10,2011,1,Britain Proposes Easing Detentions in Terror Cases,2011-01-27,https://www.nytimes.com/2011/01/27/world/europe/27britain.html
497,10,2011,3,Scottish Police Arrest Suspect in Swedish Bombing,2011-03-09,https://www.nytimes.com/2011/03/09/world/europe/09scotland.html
498,10,2011,7,Pakistan: Bail for Terror Suspect,2011-07-15,https://www.nytimes.com/2011/07/15/world/asia/15briefs-BAILFORTERRO_BRF.html
499,10,2011,5,Five Men Arrested Near Plant In Britain,2011-05-04,https://www.nytimes.com/2011/05/04/world/europe/04britain.html
500,1,2012,9,ANDRA URSUTA: ‘Magical Terrorism’,2012-09-28,https://www.nytimes.com/2012/09/28/arts/design/andra-ursuta-magical-terrorism.html
501,1,2012,4,Danish Police Arrest Three in Terrorism Plot,2012-04-28,https://www.nytimes.com/2012/04/28/world/europe/denmark-three-accused-of-planning-terrorism.html
502,1,2012,7,Britain Arrests 7 More Terrorism Suspects,2012-07-07,https://www.nytimes.com/2012/07/07/world/europe/britain-arrests-7-more-terrorism-suspects.html
503,1,2012,12,Court Rules Gang Crime Falls Short of Terrorism,2012-12-12,https://www.nytimes.com/2012/12/12/nyregion/new-york-states-highest-court-rules-gang-crime-falls-short-of-terrorism.html
504,1,2012,10,Extradited Muslim Cleric and 4 Other Terrorism Suspects Appear in American Courts,2012-10-07,https://www.nytimes.com/2012/10/07/nyregion/men-extradited-from-britain-appear-in-court-on-terrorism-charges.html
505,1,2012,5,3 in Chicago Face Charges Of Terrorism In Protests,2012-05-19,https://www.nytimes.com/2012/05/20/us/3-in-chicago-face-terrorism-charges-tied-to-nato-protests.html
506,1,2012,4,Kazakhstan: 47 Sentenced for Terrorism,2012-04-20,https://www.nytimes.com/2012/04/20/world/asia/kazakhstan-47-sentenced-for-terrorism.html
507,1,2012,7,"In Scare Over Cigarette, Signs of a Britain on Edge",2012-07-06,https://www.nytimes.com/2012/07/06/world/europe/british-police-arrest-6-in-suspected-terror-plot.html
508,1,2012,5,Clinton Presses Pakistan to Do More to Stamp Out Terrorism,2012-05-08,https://india.blogs.nytimes.com/2012/05/08/clinton-presses-pakistan-to-do-more-to-stamp-out-terrorism/
509,1,2012,11,Documents Show Extent of F.B.I.’s Role in Terror Case,2012-11-14,https://www.nytimes.com/2012/11/14/nyregion/fbi-had-greater-role-in-jose-pimentel-terrorism-case-documents-show.html
510,2,2012,10,Iraq: American Sentenced in Terrorism Case,2012-10-05,https://www.nytimes.com/2012/10/05/world/middleeast/iraq-american-sentenced-in-terrorism-case.html
511,2,2012,3,The War on Terrorism Comes Home,2012-03-02,https://loyalopposition.blogs.nytimes.com/2012/03/02/the-war-on-terrorism-comes-home/
512,2,2012,11,Four Men Accused of Plotting to Join Terrorism Groups,2012-11-21,https://www.nytimes.com/2012/11/21/us/4-california-men-accused-in-terrorism-plot.html
513,2,2012,11,Ugandan Terrorism Suspects Say F.B.I. Interrogators Beat Them,2012-11-28,https://www.nytimes.com/2012/11/28/world/africa/ugandan-terrorism-suspects-say-fbi-interrogators-beat-them.html
514,2,2012,7,Sudanese Activist Charged With Terrorism ,2012-07-11,https://kristof.blogs.nytimes.com/2012/07/11/sudanese-activist-charged-with-terrorism/
515,2,2012,10,Appeals Court Overturns Terrorism Conviction of Bin Laden’s Driver,2012-10-17,https://www.nytimes.com/2012/10/17/us/politics/appeals-court-overturns-terrorism-conviction-of-salim-ahmed-hamdan-bin-ladens-driver.html
516,2,2012,1,Arrest in Thailand After U.S. Terror Alert,2012-01-14,https://www.nytimes.com/2012/01/14/world/asia/arrest-in-thailand-after-us-terror-alert.html
517,2,2012,4,"Steps From a Terrorism Trial, No Signs of Fear",2012-04-17,https://cityroom.blogs.nytimes.com/2012/04/17/steps-from-a-terrorism-trial-no-signs-of-fear/
518,2,2012,8,China: 20 Sentenced in Terrorism Case,2012-08-03,https://www.nytimes.com/2012/08/03/world/asia/china-20-sentenced-in-terrorism-case.html
519,2,2012,9,Election to Decide Future Interrogation Methods in Terrorism Cases,2012-09-27,https://www.nytimes.com/2012/09/28/us/politics/election-will-decide-future-of-interrogation-methods-for-terrorism-suspects.html
520,3,2012,9,Election to Decide Future Interrogation Methods in Terrorism Cases,2012-09-27,https://www.nytimes.com/2012/09/28/us/politics/election-will-decide-future-of-interrogation-methods-for-terrorism-suspects.html
521,3,2012,1,European Court Rules Britain Cannot Deport Terrorism Suspect,2012-01-17,https://www.nytimes.com/2012/01/18/world/europe/european-court-overrules-britain-on-terror-detainee.html
522,3,2012,2,Does India Need a National Counter Terrorism Center? ,2012-02-28,https://india.blogs.nytimes.com/2012/02/28/does-india-need-a-national-counter-terrorism-center/
523,3,2012,3,Lawyers for Man Accused in Terrorism Plot Make Case for Dismissal,2012-03-13,https://cityroom.blogs.nytimes.com/2012/03/13/lawyers-for-man-accused-in-terrorism-plot-make-case-for-dismissal/
524,3,2012,1,Laurents/Hatcher Playwriting Prize Goes to 'Modern Terrorism',2012-01-19,https://artsbeat.blogs.nytimes.com/2012/01/19/laurentshatcher-playwriting-prize-goes-to-modern-terrorism/
525,3,2012,7,Terror Charges as London Olympics Near,2012-07-20,https://www.nytimes.com/2012/07/20/world/europe/britain-charges-5-on-terrorism-counts.html
526,3,2012,10,Lawyers Seek to Block Muslim Cleric’s Extradition to U.S.,2012-10-03,https://www.nytimes.com/2012/10/03/world/europe/lawyers-seek-to-block-muslim-clerics-extradition-to-us.html
527,3,2012,6,Burundi Sentences Journalist to Life in Prison for Terrorism,2012-06-22,https://www.nytimes.com/2012/06/22/world/africa/burundi-sentences-journalist-to-life-for-terrorism.html
528,3,2012,2,How the New York Police Dept. Fights Terrorism,2012-02-10,https://www.nytimes.com/2012/02/10/opinion/how-the-new-york-police-dept-fights-terrorism.html
529,3,2012,4,How Many Terrorists in This Cell?,2012-04-27,https://www.nytimes.com/2012/04/27/nyregion/terrorism-trial-against-medunjanin-nears-end.html
530,4,2012,3,The Philippines: Killing of Terrorism Suspect Disputed,2012-03-14,https://query.nytimes.com/gst/fullpage.html?res=940CE7D6133BF937A25750C0A9649D8B63
531,4,2012,3,"Azerbaijan: 22 Held as Iranian Agents in a Terrorism Plot, Officials Say",2012-03-15,https://www.nytimes.com/2012/03/15/world/asia/azerbaijan-22-held-as-iranian-agents-in-a-terrorism-plot-officials-say.html
532,4,2012,10,British Judges Approve Extradition of Muslim Cleric to U.S. on Terrorism Charges,2012-10-06,https://www.nytimes.com/2012/10/06/world/europe/british-judges-to-rule-on-extradition-of-5-detainees-to-us.html
533,4,2012,11,Terrorism Law Is a Niche for a Deepening Pool of Defenders in New York,2012-11-26,https://www.nytimes.com/2012/11/26/nyregion/expertise-in-terror-law-is-a-growing-niche-in-new-york.html
534,4,2012,11,Syria Says Foreign Support for Rebels Aids Terrorism,2012-11-19,https://www.nytimes.com/2012/11/19/world/middleeast/syria-assails-foreign-support-for-rebels.html
535,4,2012,5,The Lighter Side of Terrorism,2012-05-13,https://www.nytimes.com/2012/05/13/books/review/divorce-islamic-style-by-amara-lakhous.html
536,4,2012,3,Holder Outlines Policy on Killing Terrorism Suspects,2012-03-05,https://thecaucus.blogs.nytimes.com/2012/03/05/holder-expected-to-outline-policy-views-on-killing-citizens/
537,4,2012,3,Report Links Ex-Detainees to Terrorism and Insurgency,2012-03-05,https://atwar.blogs.nytimes.com/2012/03/05/report-links-ex-detainees-to-terrorism-and-insurgency/
538,4,2012,1,Laurents/Hatcher Playwriting Prize Goes to 'Modern Terrorism',2012-01-19,https://artsbeat.blogs.nytimes.com/2012/01/19/laurentshatcher-playwriting-prize-goes-to-modern-terrorism/
539,4,2012,3,Gentleman Who Finds Terrorism Amusing,2012-03-27,https://www.nytimes.com/2012/03/27/books/lionel-shrivers-new-republic-has-echoes-of-sept-11.html
540,5,2012,6,Detention Provision Is Blocked,2012-06-07,https://www.nytimes.com/2012/06/07/us/terrorism-detention-provision-is-blocked.html
541,5,2012,6,10-Year Sentence for Lawyer in Terrorism Case Is Upheld,2012-06-29,https://www.nytimes.com/2012/06/29/nyregion/lynne-stewarts-10-year-prison-sentence-is-upheld.html
542,5,2012,1,Judge in Terrorism Case Orders Hunt for E-Mails,2012-01-13,https://www.nytimes.com/2012/01/13/nyregion/fbi-agent-in-mohamed-ibrahim-ahmed-terror-case-says-she-deleted-e-mails.html
543,5,2012,1,Man Convicted in Terrorism Conspiracy Is Denied New Trial,2012-01-14,https://www.nytimes.com/2012/01/14/nyregion/el-sayyid-a-nosair-killer-of-rabbi-kahane-is-denied-new-trial.html
544,5,2012,6,"Assad Condemns Houla Massacre, Blaming Terrorists",2012-06-04,https://www.nytimes.com/2012/06/04/world/middleeast/assad-condemns-houla-massacre-blaming-outside-terrorists.html
545,5,2012,5,Scientist Sentenced in French Terror Case,2012-05-05,https://www.nytimes.com/2012/05/05/science/cern-scientist-adlene-hicheur-sentenced-to-4-years-in-french-terrorism-case.html
546,5,2012,8,"An Olympics Vigil, From 30,000 Feet",2012-08-02,https://www.nytimes.com/2012/08/02/sports/olympics/at-olympics-royal-air-force-on-terrorism-alert.html
547,5,2012,6,Senate Will Investigate National Security Leaks About Terrorism 'Kill List',2012-06-05,https://thecaucus.blogs.nytimes.com/2012/06/05/senate-will-investigate-national-security-leaks-about-terrorism-kill-list/
548,5,2012,2,Pentagon Says U.S. Citizens With Terrorism Ties Can Be Targeted in Strikes,2012-02-22,https://atwar.blogs.nytimes.com/2012/02/22/pentagon-says-u-s-citizens-with-terrorism-ties-can-be-targeted-in-strikes/
549,5,2012,1,Maryland: Former Soldier Charged With Trying to Aid Terrorism,2012-01-10,https://www.nytimes.com/2012/01/10/us/maryland-former-soldier-charged-with-trying-to-aid-terrorism.html
550,6,2012,10,Muslim Cleric Pleads Not Guilty in Terror Case,2012-10-10,https://www.nytimes.com/2012/10/10/nyregion/muslim-cleric-abu-hamza-al-masri-pleads-not-guilty-to-terrorism-charges.html
551,6,2012,3,Testimony on Al Qaeda Is Required in Plea Deal,2012-03-01,https://www.nytimes.com/2012/03/01/us/majid-khan-pleads-guilty-to-terrorism-plots-in-military-court.html
552,6,2012,6,"As Al Qaeda Loses a Leader, Its Power Shifts From Pakistan",2012-06-08,https://www.nytimes.com/2012/06/08/world/asia/al-qaeda-power-shifting-away-from-pakistan.html
553,6,2012,10,"Russia Arrests Opposition Leader, Threatening Terror Charges",2012-10-18,https://www.nytimes.com/2012/10/18/world/europe/russia-arrests-sergei-udaltsov-opposition-activist-citing-terrorism-threat.html
554,6,2012,9,"Libya Envoy’s Killing Was a Terrorist Attack, the White House Says",2012-09-21,https://www.nytimes.com/2012/09/21/world/middleeast/assault-on-consulate-in-libya-a-terrorist-attack-white-house-says.html
555,6,2012,4,Witness Describes Bomb-Making Process for Thwarted Subway Plot,2012-04-19,https://www.nytimes.com/2012/04/19/nyregion/in-terrorism-trial-witness-testifies-about-bomb-making-process.html
